citekey,fig_no,form,plot_type,has_defect,"hand-picked or k-of-N example, rule unstated",n or counts not shown,"axis broken, truncated or pinned",axes not comparable across panels,bar or mean standing in for a distribution,"no dispersion, error bar, CI or test",pooled where per-system was needed,two measures on one axis,claim with no quantitative panel,oracle-selected model displayed,failures not shown beside successes,other / uncategorised,hides
lu2026twostages,24B,PLOT,line,1,0,0,1,0,0,0,0,0,0,0,0,0,Same clipped-floor problem as 8B: shuffled whitened-Procrustes R² is ≈ −1 (p26) but the panels bottom out near 0
lu2026twostages,24C,PLOT,line (filled area),1,0,1,0,0,0,1,0,0,0,0,0,0,"No n, no CI, on rates of 5–17%; the direction asymmetry the text flags as unexplained (p26) is presented without any uncertainty estimate that would say whether it is real"
lu2026twostages,25,PLOT,line,0,0,0,0,0,0,0,0,0,0,0,0,0,
masters2025physics,1,RENDER,structure render / grid of small multiples,1,0,0,0,0,0,0,0,0,1,0,0,0,"**Yes.** The central claim of the paper's first result has **no quantitative panel at all** — pose displacement, steric clashes and ""unphysical overlapping atoms"" are called by eye. Only two RMSD values (0.2, 2.2 Å) appear anywhere, in prose. Number of predictions generated per cell, and how the dis"
masters2025physics,2,RENDER,structure render / grid of small multiples,1,0,0,0,0,0,0,0,0,1,0,0,0,"**Yes.** Same defect as Fig. 1, and it lands harder here: this is the *entire* anti-memorisation control (n = 1), reported with zero numbers — no RMSD is given for any of the 16 cells, so the arm cannot be quantitatively compared to Fig. 1"
masters2025physics,3,PLOT,bar,1,0,1,1,0,1,1,0,0,0,0,0,0,"**Yes, four ways.** (i) Bars hide the underlying continuous RMSD distribution — a system at 1.9 Å and one at 0.1 Å are the same bar. (ii) **Per-bin n is not shown**, so the three pLDDT groups may be wildly unequal and no bar carries a denominator. (iii) **No error bars or CIs anywhere.** (iv) **The "
masters2025physics,4 (left column),SCHEMATIC,schematic,0,0,0,0,0,0,0,0,0,0,0,0,0,
masters2025physics,4 (model columns),RENDER,structure render / grid of small multiples,1,0,1,0,0,0,0,0,0,1,0,0,0,"**Yes.** No quantitative panel for the methylation series at all — RMSD is never plotted, and the qualitative claims (""Several steric clashes and stretched bonds were observed"", p.5) carry no count or distance. Also a **figure/table inconsistency**: 6 methylation rows are drawn here, while Table 1 ("
masters2025physics,5A,RENDER,structure render,0,0,0,0,0,0,0,0,0,0,0,0,0,
masters2025physics,5B-C (left columns),SCHEMATIC,schematic,0,0,0,0,0,0,0,0,0,0,0,0,0,
masters2025physics,5B-C (model columns),RENDER,structure render / grid of small multiples,1,0,0,0,0,0,0,0,0,1,0,0,0,"**Yes.** The strongest perturbation in the paper — charge inverted from −3 to +3 in a positively charged pocket — is reported with **no measured displacement of any kind**. ""AlphaFold3 and Boltz-1 both partially displaced the ligand"" and ""RosettaFold All-Atom and Chai-1 showed little to no repositio"
matic2023gpcrome,1A,SCHEMATIC,schematic,0,0,0,0,0,0,0,0,0,0,0,0,0,
matic2023gpcrome,1B-C,PLOT,bar (drawn as nested sunburst / donut wedges),0,0,0,0,0,0,0,0,0,0,0,0,0,
matic2023gpcrome,2A,RENDER,structure render,0,0,0,0,0,0,0,0,0,0,0,0,0,
matic2023gpcrome,2B-C,MATRIX,"heatmap (adjacency, drawn node-link)",1,0,1,0,0,0,0,0,0,0,0,0,0,"Contact *counts* per edge are shown only as line width against a 3-step size key; per-edge n is not printed. Dashed edges encode ""contact absent in this group but present in the other"", which is a second value channel with no scale."
matic2023gpcrome,2D-E,PLOT,bar,1,0,1,0,0,0,1,0,0,0,0,0,0,"Diverging mirrored layout makes the two series share a zero line and read as one bar; no error bars and no per-SSE n, so nothing indicates how many complexes support each degree."
matic2023gpcrome,2F,PLOT,bar,1,0,0,0,0,0,0,0,0,0,0,0,1,Same diverging-bar issue as 2D-E; the x-axis tick labels are dense and unreadable at print size.
matic2023gpcrome,3A,MATRIX,heatmap,1,0,0,0,0,0,0,0,0,0,0,0,1,"**Yes.** The rows shown are pre-selected using experimentally known coupling labels — ""Only contacts present in at least 10% of the structures and having an absolute LOR value greater than 2 are considered."" The two-cluster Gs/Gi separation the figure displays is therefore partly built in by the fil"
matic2023gpcrome,3 (right marginal),PLOT,bar,1,0,0,0,0,0,0,0,0,0,0,0,1,"Axis label is printed at ~3 pt and is illegible; no axis scale is readable, so the absolute-LOR > 2 cutoff cannot be checked from the figure."
matic2023gpcrome,4A,PLOT,bar,1,0,0,0,0,0,0,0,0,0,0,0,1,"Cluster sizes (n per cluster) are not printed, so the fractions (e.g. 35% vs 15% for G12/13) rest on unstated denominators."
matic2023gpcrome,4B-C,PLOT,violin,1,0,0,0,0,0,0,0,0,0,0,0,1,Panel C's violins are drawn beside a B-factor-coloured structure render sharing the same letter; n per violin is not printed.
matic2023gpcrome,4C (structure),RENDER,structure render,1,0,0,0,0,0,0,1,0,0,0,0,0,"A statistic pooled over 125 complexes is painted onto a single structure, which reads as a property of that structure."
matic2023gpcrome,4D-E,MATRIX,heatmap,1,0,0,0,0,0,0,0,0,0,0,0,1,Thresholding at >20% frequency removes the tail without showing it; the number of complexes behind each cell is not given.
matic2023gpcrome,4F-G,RENDER,structure render,1,1,0,0,0,0,0,0,0,0,0,0,0,Inter-atomic distances are annotated on the render with no scale bar and no statement of how they were measured.
matic2023gpcrome,5A,SCHEMATIC,schematic,0,0,0,0,0,0,0,0,0,0,0,0,0,
matic2023gpcrome,5B-C,PLOT,bar,1,0,0,0,0,1,0,0,0,0,0,0,0,"**Yes, twice.** (i) 12 Rosetta binding weights are captioned as ""n = 12 independent experiments"", which they are not — they are 12 settings of one deterministic protocol. (ii) The caption reports SEM of **±0.00** for four of the six bars (""Gi/o −17.625 ± 0.00, Gs −102.715 ± 0.00""), i.e. all 12 ""inde"
matic2023gpcrome,5D,SCHEMATIC,schematic,0,0,0,0,0,0,0,0,0,0,0,0,0,
matic2023gpcrome,5E-G,PLOT,bar with overlaid points,1,0,0,0,0,1,1,0,0,0,0,0,0,"Bars over n = 3–5, but the replicate points are plotted, which is the right mitigation. Significance is shown only as ns/*/*** with no effect sizes on the figure."
matic2023gpcrome,5H,RENDER,structure render,1,0,0,0,0,0,0,0,0,0,0,1,0,Only the mutations that worked are rendered; the five that had no effect are not shown. Distances are annotated with no uncertainty.
matic2023gpcrome,6,MATRIX,heatmap,1,0,0,0,0,0,0,0,0,0,0,0,1,Cluster memberships are described in prose (p.6) but n per cluster is not printed on the figure; the RMSD colour scale is not legible at print size.
matic2023gpcrome,7A,PLOT,bar,1,0,0,0,0,0,0,0,0,0,0,0,1,Cluster denominators not printed.
matic2023gpcrome,7B,PLOT,box,1,0,0,0,0,0,0,0,0,0,0,0,1,"n differs ~3-fold between the two boxes, which the box widths do not encode; the p-value shown (2.512E-14) is driven partly by that imbalance."
matic2023gpcrome,7C,PLOT,line/point with error bars,0,0,0,0,0,0,0,0,0,0,0,0,0,
matic2023gpcrome,7D-E,RENDER,structure render,1,0,0,0,0,0,0,0,0,1,0,0,0,D shows terminal spread as a visual impression with no quantitative scale; the RMSF panel (7C) is the quantitative version and sits in a different panel.
matic2023gpcrome,8A-C,PLOT,box,0,0,0,0,0,0,0,0,0,0,0,0,0,
matic2023gpcrome,8D-F (plots),PLOT,box,1,0,1,0,0,0,0,0,0,0,0,0,0,"Per-receptor n is not given anywhere, and for receptors with a single structure per coupling group a box would be drawn over very few points."
matic2023gpcrome,8D-F (renders),RENDER,structure render,0,0,0,0,0,0,0,0,0,0,0,0,0,
matic2023gpcrome,9A-B,PLOT,violin,1,0,0,0,0,0,0,0,0,0,0,0,1,"**Yes.** The comparison is paired (two-sided Wilcoxon signed-rank, P = 0.021 and 0.004) but is plotted as two unpaired marginal violins, so the paired shift — a mean DockQ difference of ~0.019 — is invisible and the two distributions look identical. This is the panel the paper's ""even without templa"
matic2023gpcrome,9C-D,PLOT,scatter,1,0,0,1,0,0,0,0,0,0,0,0,0,Panel C's x-axis starts at 0.60 rather than 0 — a truncated axis that visually stretches a narrow score range and steepens the apparent slope.
matic2023gpcrome,9E,MATRIX,heatmap,1,0,0,1,0,0,0,0,0,0,0,0,0,"**Yes.** Four families are packed into each cell as coloured sub-triangles with wildly unequal support (87 Gs, 265 Gq/11, 430 Gi/o, 43 G12/13 models), so a G12/13 triangle at frequency 1.0 may rest on a handful of models while a Gi/o one rests on hundreds; the per-family n appears only in the captio"
matic2023gpcrome,9F-H,PLOT,violin,1,0,1,0,0,0,0,0,0,0,0,0,0,"Violin widths are area-normalised, so the 43-model G12/13 violin is drawn as wide as the 430-model Gi/o one; n appears only in the caption. Panel H gives no n per receptor class at all."
mattsson2026leakage,1A,PLOT,scatter (pairs-plot lower triangle),1,0,1,0,0,0,0,0,0,0,0,0,0,n never stated — the caption and text give r values but never the number of compounds in the series
mattsson2026leakage,1B,PLOT,histogram,1,0,0,0,0,0,0,0,0,0,0,0,1,"y-axis of the top-left histogram is labelled ""M1"" and scaled 0–1.00 rather than as a count, so the histogram measure is ambiguous"
mattsson2026leakage,1C,MATRIX,"heatmap-style annotated matrix (text in cells, colour-encoded)",1,0,0,0,0,0,0,0,0,0,0,0,1,binary blue/red colouring discards the magnitude it encodes — 0.51 and 0.76 render identically; only the printed number recovers it
mattsson2026leakage,2A,RENDER,structure render,1,0,0,0,0,0,0,0,0,1,0,0,0,"the claim ""virtually indistinguishable"" is supported by no quantitative panel — no RMSD between the two poses is given, and no experimental structure is overlaid"
mattsson2026leakage,2B,PLOT,scatter with regression band,1,0,0,0,0,0,0,0,0,0,0,0,1,n of the series is not printed; the regression band implies a fit whose parameters are not given
mattsson2026leakage,3,PLOT,bar,1,0,1,0,0,1,0,0,0,0,0,0,0,"**bars hide the per-target distributions** they average — no per-target points are shown for any method; **error bars are present only on the ligand-only bars**, so the published methods appear as point estimates with no uncertainty, which is exactly the comparison at issue; n per bar is not printed"
mattsson2026leakage,4A,PLOT,line with CI band,0,0,0,0,0,0,0,0,0,0,0,0,0,
mattsson2026leakage,4B,PLOT,line with CI band,1,0,0,1,0,0,0,0,0,0,0,0,0,"MAE axis starts at ~0.55 rather than 0 — a truncation, though it does not cross a meaningful zero for an error metric"
mattsson2026leakage,5,PLOT,scatter,1,0,1,0,0,0,0,0,0,0,0,0,0,"no uncertainty shown on a count derived from a filtering cascade; the cumulative-vs-binned reading of ""cutoff"" is not stated in the panel"
mattsson2026leakage,6,PLOT,scatter with regression band,1,0,0,0,0,0,0,0,0,0,0,0,1,"axis units differ between the two panels' x-axes (−ΔG scales differ) with no shared scale, so the two cases are not visually comparable"
mattsson2026leakage,7,PLOT,scatter with mean and CI,0,0,0,0,0,0,0,0,0,0,0,0,0,
mattsson2026leakage,8A,PLOT,line with CI band,1,0,0,0,0,0,0,0,0,0,0,0,1,the leftmost bin rests on **n_a = 5 assays** and its CI band spans roughly 0.0–0.4; the line is drawn through it at equal visual weight to bins with 546 and 374 assays
mattsson2026leakage,8B,PLOT,line with CI band,1,0,0,1,0,0,0,0,0,0,0,0,0,"same n_a = 5 leftmost bin, here with a CI band spanning ~1.0–2.1; MAE axis starts at ~0.6"
miglionico2026atlas,1A,SCHEMATIC,schematic,0,0,0,0,0,0,0,0,0,0,0,0,0,
miglionico2026atlas,1B,PLOT,line (filled KDE),1,0,1,0,0,0,0,1,0,0,0,0,0,"**Pooled where it should be per-system**: the text claims quality ""across GPCR classes"" (p9) and the Discussion cites this panel for the same claim (p14), but the panel is a single pooled curve with no class split. **n not shown on the panel.** No per-pair points; the best-of-references selection (p"
miglionico2026atlas,1C-D,PLOT,violin (with box inside),1,0,0,0,0,0,0,0,0,0,0,0,1,n not annotated; interaction probability saturates at the 1.0 bound for both classes so the violins overlap heavily where it matters (see `metric_saturation`)
miglionico2026atlas,1E,PLOT,scatter (2D KDE contours + marginals),1,0,0,1,0,0,0,0,0,0,0,0,0,"**Both axes truncated**: pLDDT starts at 70 — which is also the residue-filtering threshold (p20), so the panel cannot show what the filter removed — and interaction probability starts at 0.5, cutting the low-confidence tail visible in 1C. Individual points are replaced by contours, so n and outlier"
miglionico2026atlas,2A,PLOT,bar,1,0,1,0,0,0,1,0,0,0,0,0,0,"No confidence intervals or error bars on any AUC; per-family n not shown, so the small-family bars carry unknown uncertainty"
miglionico2026atlas,2B,PLOT,box,1,0,1,0,0,0,0,0,0,0,0,0,0,n per class not shown — B1 (median 0.64) is the weakest class and its box could rest on very few receptors
miglionico2026atlas,2C,PLOT,bar,1,0,1,0,0,0,1,0,0,0,0,0,0,"No error bars or CIs; per-Gα n not shown, and Gi/o is acknowledged in the text as ""positive prone"" (p15) without that imbalance appearing in the panel"
miglionico2026atlas,2D,PLOT,scatter (beeswarm),0,0,0,0,0,0,0,0,0,0,0,0,0,
miglionico2026atlas,2E,MATRIX,heatmap,1,0,0,0,0,0,0,0,0,0,0,0,1,"Features are pre-filtered at mean\|SHAP\| > 0.05, so the panel cannot show how many features were dropped"
miglionico2026atlas,2F,RENDER,structure render,1,1,0,0,0,0,0,0,0,0,0,0,0,"Single representative complex out of 10,413, chosen without a stated criterion"
miglionico2026atlas,3,TREE,tree with annotation rings,1,0,0,0,0,0,0,0,0,0,0,0,1,"Annotation mixes experimental and predicted couplings in one colour scale — ""annotated with the experimental (when available) or predicted coupling information"" (p30) — so the panel cannot be read to separate the two, which is the paper's own claim of novelty"
miglionico2026atlas,4A,PLOT,bar (UpSet),1,0,0,0,0,0,0,0,0,0,0,0,1,"Only the 13 largest intersections are drawn; the tail (and the receptors with no coupling) is not shown, so the bars do not sum to the receptor total"
miglionico2026atlas,4B,PLOT,bar (100% stacked),1,0,0,0,0,0,0,0,0,0,0,0,1,"**Percentages with no denominators on the panel** — the text notes the predicted set covers many more receptors than the experimental one (p8), which is exactly what a percentage-only axis hides"
miglionico2026atlas,4C,PLOT,bar (with SD and points),0,0,0,0,0,0,0,0,0,0,0,0,0,
miglionico2026atlas,4D,PLOT,bar,1,0,0,0,0,0,1,0,0,0,0,0,0,"**n = 1 per bar with no spread shown** — the 5 generated models are collapsed before this panel, so bar height carries no uncertainty at all"
miglionico2026atlas,4E,PLOT,bar (with SEM and points),1,0,0,0,0,0,0,0,0,0,0,0,1,"Positive-control bars are plotted but ""excluded from the statistical analysis"" (p26, p32), so the significance asterisks are on a different set than the drawn bars"
miglionico2026atlas,4F,PLOT,scatter,1,0,0,0,0,0,0,1,0,0,0,0,0,Quadrant shading encodes the discrimination threshold on both axes but the thresholds themselves are not labelled with values; the four reporters are pooled into one correlation
miglionico2026atlas,4G-K,RENDER,structure render,1,0,0,0,0,1,0,0,0,1,0,0,0,"**A claimed quantitative result with no quantitative panel**: the non-coupling calls rest on ipTM values printed as text on two panels (0.31 vs 0.7) and on visual judgement of docking topology, with no distribution or threshold shown. No experimental reference is overlaid on any panel."
miglionico2026atlas,4L,MATRIX,heatmap,1,0,0,0,0,0,0,0,0,0,0,0,1,Experimental and predicted values share one colour scale with no marking of which cell is which
miglionico2026atlas,5A,PLOT,bar (UpSet),1,0,0,1,0,0,0,0,0,0,0,0,0,Truncated intersection list as in 4A; the 20 ORs with no predicted coupling are not represented
miglionico2026atlas,5B-C,MATRIX,node-link network,1,0,1,0,0,0,0,0,0,0,0,0,0,No axis or scale bar for node size or edge thickness; no n of complexes behind either network; a difference between the two panels cannot be read quantitatively
miglionico2026atlas,5D,RENDER,structure render,1,0,0,0,0,0,0,0,0,0,0,0,1,"**This panel contains no prediction at all** — it is two deposited structures used to corroborate a predicted difference, but is captioned and cited alongside the predicted networks (p11)"
miglionico2026atlas,5E,PLOT,box (with points),1,0,1,0,0,0,0,0,0,0,0,0,0,"n not shown on the panel; with n in the hundreds the Mann–Whitney p-values (down to 4.3E-90) are driven partly by n, which the panel does not let a reader judge"
miglionico2026atlas,5F,PLOT,violin (with box inside),1,0,1,1,0,0,0,0,0,0,0,0,0,n not shown; measure axis is inverted and truncated at −50/−130 with no indication of clipped tails
miglionico2026atlas,6A,SCHEMATIC,schematic,0,0,0,0,0,0,0,0,0,0,0,0,0,
miglionico2026atlas,6B,PLOT,bar,1,0,0,0,0,0,0,0,0,0,0,0,1,"Percentages with no denominators drawn; ORs (96%, 27/28 per p12) sit on a very small n that the bar does not reveal"
