citekey,metric,value,units,measured_against,page
miglionico2026atlas,**Binder vs non-binder — AF3 interaction probability**,p = 5.6E-87; Spearman ρ = 0.551 (p = 1.3E-136); **ROC AUC = 0.771**,—,"1,714 GproteinDb pairs (870 positive / 844 negative)",p4
miglionico2026atlas,**Binder vs non-binder — ipTM**,Spearman ρ = 0.440 (p = 6.2E-82); **ROC AUC = 0.706**,—,"same 1,714 pairs",p4
miglionico2026atlas,"ipTM, class A only",Spearman ρ = 0.485 (p = 7.5E-85); **ROC AUC = 0.735** (bootstrap p < 0.001),—,class A subset,pp4–5
miglionico2026atlas,**Binder vs non-binder — Rosetta interface ΔG**,p = 2.2E-43; Spearman ρ = 0.334; **ROC AUC = 0.655**,REU,"same 1,714 pairs",p5
miglionico2026atlas,**Binder vs non-binder — pLDDT of Gα position H5.11**,Spearman ρ = 0.505 (p = 1.3E-111); **ROC AUC = 0.762**,pLDDT,"same 1,714 pairs",p5
miglionico2026atlas,Precog3D overall coupling prediction,**ROC AUC = 0.82**,—,"IUPHAR/GtoPDB test set, 316 couplings / 79 unseen receptors",p6
miglionico2026atlas,Precog3D leave-one-GPCR-out median accuracy,Class A 0.82; B2 0.83; C 0.86; B1 0.64,accuracy,"held-out receptor, per class",p6
miglionico2026atlas,Post-cutoff structural pairs predicted as positive couplers,"**82/97 (85%)** — at a threshold of >1, not the pipeline's 4",%,97 interactions with structures solved after AF3 training,p8
miglionico2026atlas,Training-side comparison for the same discrepancy,13 of 117 training pairs with a new structure are annotated negative,count,GproteinDb labels,p9
miglionico2026atlas,QRFPR predicted vs TGFα-shedding,"Pearson r = 0.66, P = 0.026",—,"11 Gαq chimeras, 3 independent experiments",p9
miglionico2026atlas,Orphan GPCR predicted vs luciferase reporter,"**Pearson r = 0.78, P = 1.2E-8**",—,"CRE / NFAT / SRF-RE / CRE+GsGo reporters, N = 6–8","p9, Fig 4F"
miglionico2026atlas,Predicted coupling vs TGFα-shedding dataset (independent validation set),"Spearman ρ = 0.514, p = 1.9E-48",—,TGFα data largely absent from GproteinDb,p15
miglionico2026atlas,Predicted couplings supported by matching GO term with no binding evidence,298 interactions,count,Gene Ontology signalling-pathway terms,p8
miglionico2026atlas,"Receptors predicted to couple to no G protein (""atypical"")","87 receptors, 14 families, 3 classes",count,Precog3D at threshold 4,p9
miglionico2026atlas,OR vs class A Gs complex stability (Rosetta ΔG),P = 7.5E-13 (ORs less stable),REU,"Mann–Whitney, two-sided, Bonferroni-corrected","p11, Fig 5F"
miglionico2026atlas,OR vs class A secondary-structure lengths,TM5 P = 1.5E-56; TM6 P = 4.3E-90; TM7 P = 5.1E-5; TM4 P = 2.0E-94; H8 P = 6.4E-34,residues,"Mann–Whitney, two-sided, Bonferroni-corrected","p11, Fig 5E"
miglionico2026atlas,Coupling-profile vs phylogenetic-distance correlation,structural tree with ORs ρ = 0.49; non-OR only ρ = 0.1; sequence-based ρ = 0.22,Pearson,796-receptor trees,p11
miglionico2026atlas,Co-expressed pairs also predicted/known to couple,Class A 192/233 (82%); class B1 88%; ORs 27/28 (96%),%,GTEx healthy tissue co-expression networks,p12
miglionico2026atlas,"Coupling repertoire, healthy vs cancer","P = 7.6E-20; 201/284 (70%) receptors reduced in cancer, 15 (5%) increased",—,"GTEx vs TCGA, 16,593 samples (9,181 tumour / 7,412 normal)","p13, p26"
migliorini2026pairsae,"Concepts with complex-level F1 ≥ 0.50, PairSAE-R3-L32",53.2,% of test concepts,"UniProt/PLINDER/PLIP annotations, 5,120-complex test set",p4 (Table 1)
migliorini2026pairsae,"Concepts with complex-level F1 ≥ 0.50, PairSAE-R3-L64",49.6,% of test concepts,same,p4 (Table 1)
migliorini2026pairsae,"Concepts with complex-level F1 ≥ 0.50, ESM2-650M",19.7,% of test concepts,same,p4 (Table 1)
migliorini2026pairsae,"Concepts with token-level F1 ≥ 0.50, PairSAE-R3-L32",29.1,% of test concepts,same,p4 (Table 1)
migliorini2026pairsae,"Concepts with token-level F1 ≥ 0.50, PairSAE-R3-L64",24.0,% of test concepts,same,p4 (Table 1)
migliorini2026pairsae,"Concepts with token-level F1 ≥ 0.50, ESM2-650M",0.8,% of test concepts,same (floored — see `metric_saturation`),p4 (Table 1)
migliorini2026pairsae,Implied denominator for Table 1,"1,053",concepts,"derived: Fig 2 bar counts ÷ Table 1 percentages reconcile exactly at 1,053 (complex L32 561/1053 = 53.2%; token L32 307/1053 = 29.2%; complex L64 521/1053 = 49.5%; token L64 252/1053 = 23.9%; complex ESM2 207/1053 = 19.7%; token ESM2 8/1053 = 0.8%). **Fig 2's own parenthesised category counts sum to 1,253**",p4 (Table 1 + Fig 2); see `unresolved`
migliorini2026pairsae,"Feature 889 (R3-L33), transmembrane proteins",token F1 0.58; complex F1 0.65,F1,"UniProt transmembrane annotation, PDB 1NEK",p2 (Fig 1)
migliorini2026pairsae,"Feature 55 (R3-L33), disulfide bonds",token F1 0.79; complex F1 0.81,F1,"UniProt disulfide annotation, PDB 4K1I",p2 (Fig 1)
migliorini2026pairsae,"Feature 885 (R3-L64), protease active sites",token F1 0.93; complex F1 0.93,F1,"UniProt active-site annotation, PDB 1HPS",p2 (Fig 1)
migliorini2026pairsae,"LASSO test R², R3-L64",0.528,R²,Boltz-2 predicted affinity (nAV) on PoseBusters,"p5, p10 (Table B.2)"
migliorini2026pairsae,"LASSO test R², R3-L33",0.367,R²,same,p10 (Table B.2)
migliorini2026pairsae,"LASSO train R², R3-L64 / R3-L33",0.816 / 0.770,R²,"Boltz-2 nAV, 980 PLINDER complexes",p10 (Table B.2)
migliorini2026pairsae,"LASSO test MAE, R3-L64 / R3-L33",0.607 / 0.713,nAV units,Boltz-2 nAV on PoseBusters,p10 (Table B.2)
migliorini2026pairsae,"LASSO train MAE, R3-L64 / R3-L33",0.275 / 0.302,nAV units,"Boltz-2 nAV, train",p10 (Table B.2)
migliorini2026pairsae,"LASSO train RMSE, R3-L64 / R3-L33",0.131 / 0.164,nAV units,"Boltz-2 nAV, train",p10 (Table B.2)
migliorini2026pairsae,"Spearman ρ train, R3-L64 / R3-L33",0.913 / 0.893,ρ,"Boltz-2 nAV ranking, train",p10 (Table B.2)
migliorini2026pairsae,"Spearman ρ test, R3-L64 / R3-L33",0.805 / 0.706,ρ,"Boltz-2 nAV ranking, PoseBusters",p10 (Table B.2)
migliorini2026pairsae,"Nonzero LASSO coefficients at CV λ, R3-L64 / R3-L33",291 / 237,"features (of 16,384)",sparsity of the affinity explanation,"p5, p10 (Table B.2)"
migliorini2026pairsae,"CV-selected λ, R3-L64 / R3-L33",0.009 / 0.006,LASSO λ,cross-validation on the 980-complex train set,p10 (Table B.2)
migliorini2026pairsae,"Feature 2299 (R3-L64) affinity group difference, **test (PoseBusters)**","Welch t = 11.23, p = 2.17e-19, Δμ = 1.44, 95% CI [1.19, 1.70]; off n = 47, on n = 252",nAV,complexes where the feature activates vs not,p5 (Fig 3 centre)
migliorini2026pairsae,"Feature 2299 (R3-L64) affinity group difference, **train**","Welch t = 13.32, p = 3.71e-34, Δμ = 0.715, 95% CI [0.610, 0.821]; off n = 220, on n = 760",nAV,same,p12 (Fig C.9 left)
migliorini2026pairsae,"Feature 3888 (R3-L33) affinity group difference, **train**","Welch t = −15.27, p = 7.51e-47, Δμ = −0.75, 95% CI [−0.846, −0.654]; off n = 405, on n = 575",nAV,same (opposite sign),p12 (Fig C.9 right)
migliorini2026pairsae,"Feature 3888 (R3-L33) affinity group difference, **test (PoseBusters)**","Welch t = −7.83, p = 8.70e-14, Δμ = −1.01, 95% CI [−1.26, −0.753]; off n = 162, on n = 137",nAV,same,p12 (Fig C.9 bottom)
migliorini2026pairsae,"PLIP concept category recovery, all three methods, both recall levels",0 of 15,concepts with F1 ≥ 0.5,PLIP interaction fingerprints,p4 (Fig 2) — never discussed in text
migliorini2026pairsae,Dictionary size / expansion factor,"16,384 / 32×",features / ratio,SAE architecture (input dim 512),p9 (§B.1)
migliorini2026pairsae,SVD truncation rank r,64 (per mode; 128-dim `m_i`),singular vectors,pair-tensor compression,p9 (§B.1)
migliorini2026pairsae,Boltz-2 representation dims,"`ns` = 384 (sequence), `nz` = 128 (pair)",dimensions,Boltz-2 standard implementation,p9 (§B.1)
migliorini2026pairsae,Training budget,"250,000 steps × 2,048 tokens/minibatch; Adam, lr 2e-4",steps / tokens,SAE optimisation,p9 (§B.1)
migliorini2026pairsae,**Structural accuracy (RMSD / TM / lDDT / DockQ / PoseBusters validity)**,**NOT REPORTED — none exists anywhere in the paper**,—,—,—
migliorini2026pairsae,"**SAE reconstruction quality (sequence or pair error, explained variance, L0, dead features)**",**NOT REPORTED**,—,—,—
migliorini2026pairsae,**Experimental binding affinity**,"**NOT REPORTED — the regression target is Boltz-2's *predicted* affinity, not measured affinity**",—,—,p9 (§B.3)
mitjavila2026afsample2t,"Binding-site accuracy AUC, default AF2",0.54 (text) / **0.55** (Fig 2A legend),"AUC of fraction-captured vs RMSD-threshold curve, 1–2 Å",61 deposited structures of 10 GPCRs,p.3 (text); p.3 Fig 2A legend
mitjavila2026afsample2t,"Binding-site accuracy AUC, 0% masking + dropout",0.57,AUC,same,p.3
mitjavila2026afsample2t,"Binding-site accuracy AUC, 10% masking",0.61,AUC,same,p.3
mitjavila2026afsample2t,"Binding-site accuracy AUC, 20% masking",0.61,AUC,same,p.3
mitjavila2026afsample2t,"Binding-site accuracy AUC, 30% masking",0.59,AUC,same,p.3
mitjavila2026afsample2t,"Binding-site accuracy AUC, 50% masking",0.43,AUC,same,p.3
mitjavila2026afsample2t,"Binding-site accuracy AUC, **AFsample2 (15% global masking)**",**0.38** — lowest of all arms,AUC,same,pp.3–4
mitjavila2026afsample2t,"Binding-site accuracy AUC, **AFsample2T ensemble (0–30%)**",**0.63** — best of all arms,AUC,same,p.4
mitjavila2026afsample2t,"Captured binding sites at RMSD ≤ 1.5 Å, AF2",60.7,% of 61 experimental binding sites,same,p.4; Table 2 p.7
mitjavila2026afsample2t,"Captured binding sites at RMSD ≤ 1.5 Å, AFsample2T",73.8,%,same,p.4; Table 2 p.7
mitjavila2026afsample2t,Improvement in binding-site sampling at 1.5 Å,22,% over AF2,same,p.6
mitjavila2026afsample2t,Median pLDDT by masking level (10 / 20 / 30 / 50%),87.1 / 83.9 / 77.1 / 70.6,pLDDT,all generated models,p.4
mitjavila2026afsample2t,"Median pLDDT, AF2 vs AFsample2T",91.1 vs 84.4,pLDDT,all generated models,p.4; Table 2 p.7
mitjavila2026afsample2t,"Median PAE, AF2 vs AFsample2T",2.4 vs 3.3,Å (PAE),all generated models,Table 2 p.7
mitjavila2026afsample2t,Median binding-site **side-chain RMSF**,AF2 0.15 / AFsample2T 0.45 / experimental 0.58,Å,"119 experimental structures, 10 GPCRs",p.4; Table 2 p.7
mitjavila2026afsample2t,Median binding-site **backbone RMSF**,AF2 0.10 / AFsample2T 0.28 / experimental 0.30,Å,same,p.4; Table 2 p.7
mitjavila2026afsample2t,"Per-residue binding-site RMSF correlation, AFsample2T vs experimental","r = 0.20–0.40 (all 10 GPCRs); r = 0.41–0.86 (D1 and TAAR1, the best-sampled)",Pearson r,experimental structures per receptor,"p.4 (Figs S4, S5 — **not held**)"
mitjavila2026afsample2t,Mean binding-site volume,AF2 209 / AFsample2T 218 / experimental 256,Å³,"SiteMap, 10 receptors",pp.4–5; Table 2 p.7
mitjavila2026afsample2t,Mean **top 1%** binding-site volume,AF2 272 / AFsample2T 389,Å³,"SiteMap, 10 receptors",p.5; Table 2 p.7
mitjavila2026afsample2t,Receptors where AFsample2T volume > AF2 volume,8 of 10,count,10 receptors,p.5
mitjavila2026afsample2t,"**aLogAUC, median arm** (random model/structure selection)",AF2 4.4 / AFsample2T 4.2 / **experimental 11.2**,aLogAUC,"ChEMBL actives vs ZINC20 property-matched decoys, 10 GPCRs",p.6
mitjavila2026afsample2t,"**EF1%, median arm**",AF2 1.6 / AFsample2T 1.6 / **experimental 4.1**,fold enrichment at 1%,same,p.6
mitjavila2026afsample2t,"**aLogAUC, top-1% / max arm** (ligand-guided selection)",AF2 10.8 / **AFsample2T 12.9** / experimental max 19.6,aLogAUC,same,p.6; Table 2 p.7; Fig 5A p.5
mitjavila2026afsample2t,"**EF1%, top-1% / max arm**",AF2 7.5 / **AFsample2T 9.6** / experimental max 11.3,fold enrichment at 1%,same,p.6; Table 2 p.7; Fig 5B p.5
mitjavila2026afsample2t,"Table 1 mean row, aLogAUC (min–max, median in parentheses)",AF2 10.2–12.8 (10.9) / AFsample2T 12.1–15.6 (12.9) / experimental 4.0–19.6 (11.2),aLogAUC,"10 GPCRs; model rows are the top-1% models, experimental row is all structures","Table 1, p.6"
mitjavila2026afsample2t,"Per-receptor best case, **TAAR1**",AFsample2T 32.0 vs best experimental 27.8,aLogAUC,TAAR1 actives/decoys,p.6; Table 1 p.6
mitjavila2026afsample2t,"Per-receptor best case, **μ-opioid**",AFsample2T 16.2 vs best experimental 15.2,aLogAUC,μ-opioid actives/decoys,p.6; Table 1 p.6
mitjavila2026afsample2t,Receptors where AFsample2T median enrichment beat AF2,"7 of 10 (5-HT1A, D1, D2, H1, M4, MT1, TAAR1)",count,Table 1,p.6
mitjavila2026afsample2t,Experimental structures with **negative** aLogAUC (worse than random),"H1 −0.6, M4 −2.5, MT1 −1.0 (minimum values)",aLogAUC,Table 1,p.6
mitjavila2026afsample2t,Masking-level composition of the top-1% enriching AFsample2T models,"0%: 16, 10%: 14, 20%: 26, 30%: 44",% of top-1% models,Fig 5C,p.5
mitjavila2026afsample2t,Ensemble size needed for near-maximal enrichment,100–250,models per receptor,"vs 1,000-model result (Tables S6, S7 — **not held**)",p.5
mitjavila2026afsample2t,Docking scale,>240 trillion,receptor−ligand complexes predicted and scored,total across all structures and libraries,p.5
mitjavila2026afsample2t,Actives per receptor,52–202,compounds,"ChEMBL v33, pKi/pKd/pIC50/pEC50 ≥ 6.0, clustered at 0.5 Tanimoto",p.5; p.8
mitjavila2026afsample2t,Decoys per receptor,"2,580–10,375",compounds,ZINC20 property-matched,p.5; p.8
nittinger2025cofolding,Benchmark size,"17 proteins, 40 ligands (20 orthosteric, 20 allosteric)",count,—,p1
nittinger2025cofolding,Backbones compared,"3 (NeuralPLexer, RFAA, Boltz-1/1x)",count,—,p1
nittinger2025cofolding,PDB scale cited for context,"~230,000 structures, ~100,000 unique",count,—,p1
obendorf2026statespecific,"Ligand RMSD, LRRK2–RN277, successful predictions","""general below 0.8""",Å,"PDB 9DMI reference, post-alignment",5
obendorf2026statespecific,"Ligand RMSD, lowest for LRRK2–RN277 (Chai-1, no-msa + custom templates)",0.42,Å,PDB 9DMI,5
obendorf2026statespecific,"Ligand RMSD, ALK2–RK783, successful predictions","""below 0.8""",Å,PDB 9L04,7
obendorf2026statespecific,"Ligand RMSD, lowest for ALK2–RK783 (AF3, biased MSAs)",0.57,Å,PDB 9L04,7
obendorf2026statespecific,"Ligand RMSD, ALK2–ATP, range across successful predictions",0.58–1.40,Å,PDB 6UNQ (AMPPNP),7
obendorf2026statespecific,"Ligand RMSD, lowest for ALK2–ATP (Boltz-2, standard MSA, no templates)",0.58,Å,PDB 6UNQ,7
obendorf2026statespecific,"Protein backbone RMSD, ALK2–ATP successful predictions","""below 0.5""",Å,PDB 6UNQ,7
obendorf2026statespecific,"Protein backbone RMSD, PI3Kα–Zovegalisib","""generally below 1.5""",Å,PDB 8TSD,8
obendorf2026statespecific,"Protein backbone RMSD, AF3 and RF3 with no MSA and no templates",""">17""",Å,respective references,12
obendorf2026statespecific,"Pearson r, mean protein pLDDT vs ligand RMSD",+0.04 (n.s.),correlation,"all evaluated predictions, AF3/Boltz-2/Chai-1 (RF3 excluded)","15, 14"
obendorf2026statespecific,"Pearson r, mean ligand pLDDT vs ligand RMSD",−0.46,correlation,all evaluated predictions (RF3 excluded),"15, 14"
obendorf2026statespecific,Systems where biased AF3 input gave the closest-to-groundtruth model,4 of 7,count,ground-truth PDB structures,15
obendorf2026statespecific,Systems where cofolding recovered the allosteric pocket,0 of all models and settings,count,PDB 8TSD,8
obendorf2026statespecific,Ranking of backbones by reliability,AF3 > Boltz-2 > RF3 > Chai-1,"ordinal, qualitative",ground-truth PDB structures,15–16
obendorf2026statespecific,Boltz-2 best-model / worst-model counts,"2 best, 2 worst",count of systems,ground-truth PDB structures,15
paajanen2026activation,**Active/inactive threshold on G_CA**,**−1.72 ± 0.44** (95% CI),"G_CA index units (unlabelled; effectively Å, never stated)","1-D GMM decision boundary on PC1, bootstrapped over 10,000 resampled datasets","p.4 (value), p.11 (value + CI + method)"
paajanen2026activation,"Two-sample Kolmogorov–Smirnov test, antagonist-bound vs. inverse-agonist-bound (neither G-protein-bound)",**p = 0.018**,p-value,scipy `stats.ks_2samp`,"p.5 (result), p.10 (method)"
paajanen2026activation,Structures collected for model building,**1010**,PDB structures,all class A GPCRs in GPCRdb with a downloadable RCSB file,"p.8, p.10"
paajanen2026activation,Structures in the final analysis (train + held-out),**1351** (1006 train / 345 held-out),PDB structures,Supp. Tables 1–3 column sums,p.22
paajanen2026activation,New structures discarded for a missing residue,**8**,structures,the fixed generic-number selection list,p.10
paajanen2026activation,PCA variance carried per component beyond the fifth,**< 5 %**,fraction of total variance,scikit-learn PCA on 1010 structures,"pp.9–10, p.18 (Supp. Fig. 3)"
paajanen2026activation,Structures flagged as annotation/index disagreements,"**7** (8HIX, 8HJ0, 8HJ1, 8HJ2, 8HMP, 7XBW, 7XBX)",structures,"GPCRdb ""active"" label vs. G_CA inactive region",p.6
paajanen2026activation,"Fig. 2a series n, no G protein","agonist **198**, antagonist **248**, apo/none **28**, inverse agonist **60**, partial agonist **15** (panel total 549)",structures,GPCRdb ligand annotation,p.4 (figure legend)
paajanen2026activation,"Fig. 2b series n, with G protein","agonist **711**, apo/none **52** (panel total 763)",structures,GPCRdb ligand + G protein annotation,p.4 (figure legend)
paajanen2026activation,Supp. Fig. 5 held-out series n,"no G protein: agonist **45**, antagonist **21**, inverse agonist **13**; with G protein: agonist **236**, none **18** (333 of 345 shown)",structures,frozen model applied to post-training structures,p.20 (figure legend)
paajanen2026activation,Structures by bound Gα,"none **572**, G(i) **353**, G(s) **231**, G(q) **118**, G(o) **46**, G(t) **17**, G-13 **7**, G-11 **3**, G(z) **1**, G(olf) **1**, G **2**",structures,"GPCRdb annotation, train/test split tabulated",p.22 (Supp. Table 3)
paajanen2026activation,Structures by receptor subfamily,"peptide **356**, aminergic **390**, lipid **157**, nucleotide **100**, orphan **109**, sensory **77**, protein **82**, alicarboxylic acid **47**, melatonin **13**, other **10**, steroid **10**",structures,GPCRdb classification,p.22 (Supp. Table 1)
paajanen2026activation,Structures by species,"human **1165**, bovine **63**, mouse **38**, rat **30**, HCMV AD169 **31**, wild turkey **7**, Japanese flying squid **5**, dog **3**, *H. adansoni* **4**, strain GD1 **1**, HHV-8 **2**, guinea pig **1**, zebrafish **1**",structures,GPCRdb annotation,p.22 (Supp. Table 2)
paajanen2026activation,Bootstrap resamples for the threshold CI,"**10,000**",resampled datasets,GMM refit per resample,pp.10–11
paajanen2026activation,Sequence-alignment parameters,"match **+2**, mismatch **−1**, internal gap open **−10**, all other options **−1**; minimum contiguous segment **10** residues; gaps **< 10** ignored; segments scoring **< half the sequence length** discarded",scores / residues,"Biopython `PairwiseAligner`, structure sequence vs. UniProt sequence",p.9
