citekey,fig_no,page,gist,plot_type,data_shape,form,slot_facet,slot_vary,slot_series,slot_measure,slot_mark,slot_n,slot_rows,slot_cols,slot_value,slot_views,slot_overlay,panels,hides,reuse
matic2023gpcrome,4F-G,6,"Zoomed structural comparisons: F, a class A (HTR6, 7XTB) against a class B (ADCYAP1R1, 6P9Y) Gs complex at positions 6.39/6.40/5.69 vs H5.23–H5.26; G, position 3.49 in a Gi/o complex (CCKAR 7EZH) with distances to the nearest Gs residues (CCKAR 7MBX)",structure render,`RENDER \| facet: comparison (2: class A vs class B Gs interface; Gi/o vs Gs 3.49 environment) \| views: 1 per facet (zoomed intracellular interface) \| overlay: NOT REPORTED predictions on 2 references per facet \| axis: none`,RENDER,,,,,,,,,,,,"2 panels, varying by comparison; each superposes 2 experimental structures",Inter-atomic distances are annotated on the render with no scale bar and no statement of how they were measured.,as above (p.17)
matic2023gpcrome,5A,7,"Multistate design workflow: positions-to-mutate from LOR, positive/negative state assignment against 7EZK/7EZH, fitness over 12 binding weights, redocking, NanoBiT validation",schematic,`SCHEMATIC \| Rosetta multistate design loop from LOR-selected CCKAR positions through positive/negative state energies to redocking and cell-based validation \| no data`,SCHEMATIC,,,,,,,,,,,,"1 panel, 4 boxed stages with embedded miniature sequence and heatmap panels",,as above (p.17)
matic2023gpcrome,5B-C,7,"Rosetta interface binding energy of WT, MSD-mutated and MSD-mutated-then-redocked CCKAR, for the Gi/o-negative design (B) and the Gs-negative design (C)",bar,"`PLOT \| facet: design direction (2: Gi/o-negative, Gs-negative) \| vary: complex state (3: CCKAR original, MSD mutation, MSD mutation redocked) \| series: G-protein family (2: Gi/o, Gs) \| measure: interface binding energy (REU) \| mark: bar \| n: 12 per bar (12 Rosetta binding weights, captioned as ""n = 12 independent experiments"")`",PLOT,,,,,,,,,,,,"2 panels, varying by design direction","**Yes, twice.** (i) 12 Rosetta binding weights are captioned as ""n = 12 independent experiments"", which they are not — they are 12 settings of one deterministic protocol. (ii) The caption reports SEM of **±0.00** for four of the six bars (""Gi/o −17.625 ± 0.00, Gs −102.715 ± 0.00""), i.e. all 12 ""independent experiments"" returned an identical value, so the bars hide a degenerate distribution rather than a sampled one.",as above (p.17)
matic2023gpcrome,5D,7,CCKAR snake plot from GPCRdb with the eight tested positions marked blue (Gi/o-negative design) or red (Gs-negative design),schematic,`SCHEMATIC \| GPCRdb snake-plot topology of CCKAR annotated with the eight experimentally tested design positions \| no data`,SCHEMATIC,,,,,,,,,,,,1 panel,,as above (p.17)
matic2023gpcrome,5E-G,7,"Cell assay readouts for 8 mutants plus 3 WT titrations: surface expression (E), Emax (F) and ΔpEC50 (G) for Gs and Gi1",bar with overlaid points,"`PLOT \| facet: readout (3: surface expression % of WT, Emax % of WT, ΔpEC50 relative to WT) \| vary: CCKAR construct (11: WT 1:1, WT 1:2, WT 1:4, and 8 designed mutants) \| series: G-protein sensor (2: NanoBiT-Gs, NanoBiT-Gi1; E is Gi1 only) \| measure: normalised assay response \| mark: bar (mean ± SEM) with individual replicate points overlaid \| n: 5 per bar, except WT 1:4 n = 3 and WT 1:2 in Gi1 n = 4`",PLOT,,,,,,,,,,,,"3 panels, varying by readout; shared construct axis with design-direction groupings annotated below","Bars over n = 3–5, but the replicate points are plotted, which is the right mitigation. Significance is shown only as ns/*/*** with no effect sizes on the figure.",as above (p.17)
matic2023gpcrome,5H,7,"Interface contacts of the successful mutants: V311^6.33^H and R376^8.49^L (Gi/o-negative) and K308^6.30^A (Gs-negative), WT vs mutant, with inter-residue distances annotated",structure render,"`RENDER \| facet: design direction (2: Gi/o-negative on 7EZH, Gs-negative on 7EZH) × sequence (2: wild-type, mutant) \| views: 1 (zoomed on the Gα H5 contact) \| overlay: NOT REPORTED predictions on 1 reference \| axis: none`",RENDER,,,,,,,,,,,,4 sub-renders in a 2×2 grid,Only the mutations that worked are rendered; the five that had no effect are not shown. Distances are annotated with no uncertainty.,as above (p.17)
matic2023gpcrome,6,9,"Hierarchical clustering of the 125 complexes by pairwise Gα docking-mode RMSD, with annotation tracks for G-protein bound, class, family, couplings and nanobody presence",heatmap,`MATRIX \| rows: GPCR–G-protein complex (125) \| cols: GPCR–G-protein complex (125) \| value: Cα RMSD of Gα consensus positions after superposition on the GPCR 7TM core (Å) \| facet: none (1)`,MATRIX,,,,,,,,,,,,1 symmetric heatmap + dendrogram + 6 annotation rows,Cluster memberships are described in prose (p.6) but n per cluster is not printed on the figure; the RMSD colour scale is not legible at print size.,as above (p.17)
matic2023gpcrome,7A,10,Coupling preferences of the receptors in RMSD clusters 1 and 2,bar,`PLOT \| facet: none (1) \| vary: G-protein family (4) \| series: RMSD cluster (2) \| measure: fraction of receptors with that coupling \| mark: bar \| n: NOT REPORTED per cluster`,PLOT,,,,,,,,,,,,1 panel,Cluster denominators not printed.,as above (p.17)
matic2023gpcrome,7B,10,Distribution of pairwise Gα RMSD within Gs and within Gi/o complexes,box,"`PLOT \| facet: none (1) \| vary: coupling group (2: Gs, Gi/o) \| series: coupling group (2) \| measure: pairwise Cα RMSD (Å) \| mark: box \| n: 903 structure pairs for Gs, 2628 for Gi/o`",PLOT,,,,,,,,,,,,1 panel,"n differs ~3-fold between the two boxes, which the box widths do not encode; the p-value shown (2.512E-14) is driven partly by that imbalance.",as above (p.17)
matic2023gpcrome,7C,10,"Root mean square fluctuation of each G-protein consensus position, Gs vs Gi/o, mean ± SD",line/point with error bars,"`PLOT \| facet: none (1) \| vary: G-protein consensus position (73, ordered along the Ras GTPase domain) \| series: coupling group (2: Gs, Gi/o) \| measure: RMSF (Å) \| mark: point (mean ± SD) \| n: 125 experimental structures per point`",PLOT,,,,,,,,,,,,1 panel,,as above (p.17)
matic2023gpcrome,7D-E,10,"D, superposed Gs (red) and Gi (blue) α-subunit N- and C-termini on white 7TM cartoons as a marker of docking variability; E, superposition of the four family representatives (7XTB Gs, 7VL9 Gi/o, 7EZM Gq/11, 7T6B G12/13)",structure render,`RENDER \| facet: comparison (2: Gs vs Gi terminal spread; four-family representative superposition) \| views: 1 per facet \| overlay: NOT REPORTED predictions on 1 reference frame (7TM core) \| axis: none`,RENDER,,,,,,,,,,,,"2 panels (D split into two side-by-side renders), varying by comparison",D shows terminal spread as a visual impression with no quantitative scale; the RMSF panel (7C) is the quantitative version and sits in a different panel.,as above (p.17)
matic2023gpcrome,8A-C,11,"Rosetta interface ΔG (A) and ΔSASA (B) for experimental Gs vs Gi/o complexes, and ΔG for Gs complexes split by receptor class (C)",box,"`PLOT \| facet: comparison (3: ΔG Gs vs Gi/o; ΔSASA Gs vs Gi/o; ΔG class A vs class B1 within Gs) \| vary: group (2 per panel) \| series: group (2 per panel) \| measure: ΔG binding (REU) in A and C, ΔSASA (Å²) in B \| mark: box \| n: 43 Gs and 73 Gi/o in A–B; 22 class A and 15 class B1 in C`",PLOT,,,,,,,,,,,,3 panels; A and B share a measure family but differ in units,,as above (p.17)
matic2023gpcrome,8D-F (plots),11,"Per-receptor ΔG and ΔSASA for the same receptor bound to Gs vs Gi/o — GCGR (D), CCKAR (E), HTR4 (F)",box,"`PLOT \| facet: receptor (3: GCGR, CCKAR, HTR4) × quantity (2: ΔG, ΔSASA) \| vary: coupling group (2: Gs, Gi/o) \| series: coupling group (2) \| measure: ΔG binding (REU) and ΔSASA (Å²) \| mark: box \| n: NOT REPORTED per receptor`",PLOT,,,,,,,,,,,,6 sub-plots across 3 lettered panels; letters D–F also appear in the render row below,"Per-receptor n is not given anywhere, and for receptors with a single structure per coupling group a box would be drawn over very few points.",as above (p.17)
matic2023gpcrome,8D-F (renders),11,"Superposed 3D cartoons of the Gs (red) and Gi/o (blue) complexes of each of the three receptors, beside their energy plots",structure render,"`RENDER \| facet: receptor (3: GCGR, CCKAR, HTR4) \| views: 1 (side-on) \| overlay: 2 experimental structures on 1 reference frame \| axis: none`",RENDER,,,,,,,,,,,,3 sub-renders; letters D–F shared with the plot row above,,as above (p.17)
matic2023gpcrome,9A-B,12,AlphaFold-Multimer accuracy with vs without 3D templates on the 125-complex benchmark: DockQ (A) and fraction of native contacts (B),violin,"`PLOT \| facet: metric (2: DockQ, fraction of native contacts) \| vary: template condition (2: Template, No Template) \| series: template condition (2) \| measure: score on [0,1] \| mark: violin (with inner box) \| n: 125 complexes per violin, paired across conditions`",PLOT,,,,,,,,,,,,"2 panels, varying by metric","**Yes.** The comparison is paired (two-sided Wilcoxon signed-rank, P = 0.021 and 0.004) but is plotted as two unpaired marginal violins, so the paired shift — a mean DockQ difference of ~0.019 — is invisible and the two distributions look identical. This is the panel the paper's ""even without templates ... almost comparable performances"" claim rests on, and the panel cannot show the effect it tests.",as above (p.17)
matic2023gpcrome,9C-D,12,"DockQ of the templates-on models against AlphaFold's default ranking score (C) and against pDockQ (D), before and after the pLDDT ≥ 70 filter, with bootstrap 95% CI bands",scatter,"`PLOT \| facet: predictor score (2: default score 0.2·pTM+0.8·ipTM; pDockQ) \| vary: predictor score, 0.60–0.85 in C and 0.0–0.6 in D (continuous) \| series: model treatment (2: full structure r = 0.485/0.480; filtered to pLDDT ≥ 70, r = 0.618/0.621) \| measure: DockQ (0–1) \| mark: point with fitted line and bootstrap 95% CI band \| n: 1 per mark; 125 per panel per series`",PLOT,,,,,,,,,,,,"2 panels, varying by predictor score",Panel C's x-axis starts at 0.60 rather than 0 — a truncated axis that visually stretches a narrow score range and steepens the apparent slope.,as above (p.17)
matic2023gpcrome,9E,12,"Contact-frequency heatmap of the AlphaFold models, GPCR positions × G-protein positions, with all four G-protein families overlaid as four coloured triangles per cell and experimental contacts starred",heatmap,"`MATRIX \| rows: G-protein position, CGN numbering (~35) \| cols: GPCR position, GPCRdb numbering (~40) \| value: contact frequency over unique complexes (0–1, >20% only), encoded as four coloured sub-triangles per cell \| facet: receptor set (2: all GPCR classes; class A only)`",MATRIX,,,,,,,,,,,,1 large heatmap per facet; four families packed into each cell as sub-triangles,"**Yes.** Four families are packed into each cell as coloured sub-triangles with wildly unequal support (87 Gs, 265 Gq/11, 430 Gi/o, 43 G12/13 models), so a G12/13 triangle at frequency 1.0 may rest on a handful of models while a Gi/o one rests on hundreds; the per-family n appears only in the caption, never per cell. The 20% frequency threshold again truncates the tail invisibly.",as above (p.17)
matic2023gpcrome,9F-H,12,"Rosetta interface energy (F) and interface area (G) of the 825 predicted complexes by G-protein family, and interface energy by receptor class (H)",violin,"`PLOT \| facet: comparison (3: ΔG by G-protein family; interface area by G-protein family; ΔG by receptor class) \| vary: family (4: Gs, Gq/11, Gi/o, G12/13) in F–G and receptor class (3: A, B1, C) in H \| series: same as vary \| measure: interface energy (REU) in F and H, interface area (Å²) in G \| mark: violin (with inner box) \| n: 87 Gs, 265 Gq/11, 430 Gi/o, 43 G12/13 models`",PLOT,,,,,,,,,,,,3 panels,"Violin widths are area-normalised, so the 43-model G12/13 violin is drawn as wide as the 430-model Gi/o one; n appears only in the caption. Panel H gives no n per receptor class at all.",as above (p.17)
mattsson2026leakage,1A,3,Lower-triangle pairwise scatters of pIC50 across the five muscarinic receptors for one 1998 antagonist series,scatter (pairs-plot lower triangle),"`PLOT \| facet: receptor pair (10 lower-triangle cells) \| vary: pIC50 of receptor j, ~4.5–9 (continuous) \| series: none (1) \| measure: pIC50 of receptor i \| mark: point \| n: 1 per mark, ~20 compounds per panel (exact n NOT REPORTED)`",PLOT,,,,,,,,,,,,"10 scatter cells of a 5×5 grid; panels vary by receptor pair (condition), not by view",n never stated — the caption and text give r values but never the number of compounds in the series,"CC-BY 4.0, **no ND clause**; license banner on every page, stated p1"
mattsson2026leakage,1B,3,Diagonal histograms of the pIC50 distribution for each receptor,histogram,"`PLOT \| facet: receptor (5) \| vary: pIC50, ~4.5–9 (continuous) \| series: none (1) \| measure: compound count \| mark: bar \| n: NOT REPORTED`",PLOT,,,,,,,,,,,,"5 diagonal cells of the same 5×5 grid; same figure letter region as 1A, split here because mark and measure both differ","y-axis of the top-left histogram is labelled ""M1"" and scaled 0–1.00 rather than as a count, so the histogram measure is ambiguous","CC-BY 4.0, no ND, p1"
mattsson2026leakage,1C,3,"Upper-triangle Pearson r values between receptor pairs, colour-coded at the 0.77 threshold","heatmap-style annotated matrix (text in cells, colour-encoded)","`MATRIX \| rows: muscarinic receptor (5) \| cols: muscarinic receptor (5) \| value: Pearson r between the two receptors' pIC50 series, printed and colour-coded (blue ≥ 0.77, red < 0.77) \| facet: none (1)`",MATRIX,,,,,,,,,,,,10 upper-triangle cells; a two-colour binary encoding on a continuous quantity,binary blue/red colouring discards the magnitude it encodes — 0.51 and 0.76 render identically; only the printed number recovers it,"CC-BY 4.0, no ND, p1"
mattsson2026leakage,2A,6,"Boltz-2 co-folded poses of the same ligand in JNK1 (test) and JNK2 (train), superposed, with 3.5 Å residues",structure render,"`RENDER \| facet: none (1) \| views: 1 (single camera angle into the ATP site) \| overlay: 2 predictions (JNK1 orange, JNK2 gray) on 0 references \| axis: none`",RENDER,,,,,,,,,,,,"1 panel; the two entries vary by data-split membership, colour-legended ""Train data point"" / ""Test data point""","the claim ""virtually indistinguishable"" is supported by no quantitative panel — no RMSD between the two poses is given, and no experimental structure is overlaid","CC-BY 4.0, no ND, p1"
